TCGA-56-7580-01												1											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-34-8456-01												1											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-63-7021-01												1											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-43-8118-01												1											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-18-3412-01												1															1																																																					1											1																																																																																																																																				1																																																																																																																																1																																									1																																																											1																																1																	
TCGA-33-AASD-01												1																								1																		1										1									1																																																					1																																																																																						1								1																																														1																		1					1																					1																																																																																												1																																							1																																																											
TCGA-77-8131-01												1																																												1																																																																																																																			1																				1																																																																																																																																																																																																													1																																																																																															1									
TCGA-98-8021-01												1																																																																																		1																																																																																																																														1																																																																																																																																																																																																																																																																																								
TCGA-63-A5MM-01												1																																																																																																																																																														1																																																																																																																																																																																																																																																																																																																																										
TCGA-56-8308-01												1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
TCGA-68-8251-01												1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
TCGA-98-A53B-01												1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
TCGA-90-A59Q-01												1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
TCGA-98-A538-01													1		1								1		1																																																							1																																																																																												1																																																																					1																																																																																																																																																				1										1																																																																																																					
TCGA-63-A5MS-01													1		1																																																																	1											1																																																					1																												1																													1																																																																																																																																																																																																																																																						1																																							1														
TCGA-77-8009-01													1			1							1					1																																																				1																																																																									1																			1																																																																1				1																																																																																																																												1																				1																																																																1																																																				
TCGA-O2-A52S-01													1			1							1								1												1																																					1																																																																									1																			1																																																																1																																																																																																																																																				1																																																																																																																				
TCGA-56-8083-01													1			1																		1																																														1																																																																									1																			1																																																																1																																																																																																																																																				1																																																																																																																				
TCGA-NC-A5HO-01													1										1	1																																																								1																																																																																												1																																																1																																																							1																																																																																																																																																																																																																					1												
TCGA-60-2715-01													1										1			1		1								1																		1																			1							1		1																											1					1												1																																														1																																								1								1																				1																							1			1										1								1					1						1															1									1												1																																	1																																						1																																							1																1																																											
TCGA-58-8387-01													1										1					1																																																				1																																																																																												1																																																																				1																																																																																																																												1																																																																																																																																								
TCGA-46-3766-01													1										1								1								1																																									1																																																																																												1																																																																																																																																																																																														1																								1																																																																																																																		
TCGA-85-A5B5-01													1										1																																																									1																																																																																												1																																																																																																																																																																																																							1																																																																																																																																	
TCGA-85-8072-01													1										1																																																									1																																																																																												1																																																																																																																																																																																																																																																																																																																		1																						
TCGA-85-7697-01													1										1																																																									1																																																																																												1																																																																																																																																																																																																																																																																																																																																								
TCGA-34-5231-01													1										1																																																									1																																																																																												1																																																																																																																																																																																																																																																																																																																																								
TCGA-85-8048-01													1										1																																																									1																																																																																												1																																																																																																																																																																																																																																																																																																																																								
TCGA-85-8276-01													1																																																																			1								1															1					1																																																																1																																																																																																																																																																																																																																																																																																																																								
TCGA-63-A5MU-01													1																																																																			1																																																									1																																			1																																					1																																																																																																																																																																																												1																																																																																																							
TCGA-56-7221-01													1																																																																			1																																																																																												1																																																																																																																																																																																																																																																																																																																																								
TCGA-96-8169-01													1																																																																			1																																																																																												1																																																																																																																																																																																																																																																																																																																																								
TCGA-18-4721-01														1		1							1		1	1										1				1														1										1						1			1									1																											1									1								1												1															1																																																											1								1																					1																									1										1								1					1																					1																																																													1													1					1										1			1																																							1																1																														1										1			
TCGA-MF-A522-01														1			1																																																												1												1	1																																																																																																																													1																																																																																																																																																																																																															1										1																																																																				
TCGA-56-7823-01															1								1																																																																																																																																																																																																																																																																																																																																																																					1																																																																																																																								
TCGA-56-A4ZK-01															1								1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-98-A53C-01															1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
TCGA-33-AASB-01															1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
TCGA-22-4613-01																1	1						1	1				1																						1																											1												1	1																																																															1																																																														1																					1				1																					1																																																																																																							1																				1																											1											1										1																																																								1												
TCGA-18-5595-01																	1		1				1																													1											1														1												1	1								1														1																															1																																																																		1						1									1																																																			1																																																				1																																																				1																				1																							1										1					1																							1										1					1						1																			
TCGA-22-A5C4-01																	1											1																																																	1												1	1																																																																																																																													1																									1																																																																																																																												1																																																										1										1																																																																				
TCGA-77-A5G3-01																	1																																																												1												1	1																																																																																																																													1																																																																																																																																																																																																															1										1																																																																				
TCGA-56-8201-01																	1																																																												1												1	1																																																																																																																													1																																																																																																																																																																																																															1										1																																																																				
TCGA-52-7811-01																		1							1																											1			1																																																																																																																																																																																																																																																																																																																																																								1																																																																																																		1			
TCGA-33-A5GW-01																		1																																					1																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-85-A50M-01																				1							1										1								1								1																										1						1											1													1																								1																1										1																																																																																																																																							1													1				1																																																																																1																																																																																																													
TCGA-63-A5MW-01																				1							1										1								1								1																																1																								1																																								1																					1																																																																																																																																									1																																																																																																																																																																																																	
TCGA-85-8355-01																						1	1																				1																																																1																																																					1																																																																																																																																																																																																																																													1																																																1																		1																																							1														
TCGA-33-4587-01																							1	1																																																																																																																													1																					1																																																																																																									1																																																																																																																																																																																																																					1												
TCGA-77-6845-01																							1		1																																							1																											1																																																					1																																																																																																	1																																																																																																																																		1																		1										1																																																1																																							1											1			
TCGA-NC-A5HE-01																							1			1					1					1																		1																			1									1																																												1																																																																																						1								1																																														1										1								1					1																					1																																																				1																																								1																																							1																1																																											
TCGA-98-A53I-01																							1			1										1																		1																			1									1																	1																											1															1																																																																							1								1																																														1										1								1					1																					1																																																																																												1																								1															1																1																																											
TCGA-92-8065-01																							1			1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
TCGA-43-8115-01																							1					1																																																																							1																																										1																																																																																																			1								1																																																																																																																				1																																																														1																																																																										
TCGA-J1-A4AH-01																							1					1																																																																																																																																																																																																																				1																																																																																																																												1																																																																																																																																								
TCGA-79-5596-01																							1								1																																																																																																																																																																																																																																																																																																											1																																1																																																											1																																																																															
TCGA-O2-A52V-01																							1								1																																																																																																																																																																																																																																																																																																																																											1																																																																																																																																										
TCGA-63-A5MR-01																							1											1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
TCGA-77-8139-01																							1													1	1																	1																												1																																												1																																																																																						1																																																																1																																		1																																1																																																												1																																							1																1																																											
TCGA-60-2709-01																							1																																						1																																																																																																													1																																																														1																																																							1								1																						1										1																																																																																1																																																																																													
TCGA-85-8353-01																							1																																								1																																			1														1																															1																																																																																																																																																																																																																																				1																																																																																																			1					1																									
TCGA-39-5022-01																							1																																														1																																																																																																														1	1			1																																								1	1																																																																																													1																																									1																																																							1																																																																										1													
TCGA-58-A46N-01																							1																																																		1																					1																																																																																																											1								1											1																																														1																		1					1																																																																																																																																																																																																												1							
TCGA-77-6843-01																							1																																																																				1																																																					1																																																																																																																																																																																																																																																																																																															1																																							1														
TCGA-77-7338-01																							1																																																																												1																																										1																																																																																																																																																																																																																																																					1																																								1																																																																										
TCGA-56-8503-01																							1																																																																																																																														1																																																																																																																																																														1																																																																																																																																																																																																	
TCGA-98-A53A-01																							1																																																																																																																																																																								1																																																																																																																																																																																																																																																																																																																					
TCGA-77-A5GF-01																							1																																																																																																																																																																																		1																																																																																																																																																																																																																																																																																																											
TCGA-56-7582-01																							1																																																																																																																																																																																		1																																																																																																																																																																																																																																																																																																											
TCGA-NC-A5HQ-01																							1																																																																																																																																																																																																																																																																																																																																																												1																																																																																																																																	
TCGA-77-8145-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-77-7335-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-98-7454-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-98-A53J-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-43-A475-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-85-8049-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-85-8580-01																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
TCGA-60-2714-01																								1																																																																																																																																																																																																																																																											1																																																																																																									1																																																																																																												1												
TCGA-39-5030-01																											1												1		1																																						1																																																1		1			1																																															1																																																																																																																																														1	1																																1																																																																		1		1																																																1													1		1															
TCGA-68-7755-01																											1																																																																																																																																																																																																																																																																																								1																																																																																																																																																																																																	
TCGA-90-7767-01																												1																																																																																																																																																																																																																				1																																																																																																																												1																																																																																																																																								
TCGA-21-1083-01																												1																																																																																																																																																																																																																																																																																																																																																1																																																																																																																																								
TCGA-39-5034-01																														1																																																																1																																																																																																																														1																																																																																																																																																																																																																																																																																								
TCGA-22-1005-01																																		1																																																									1																																																					1																																																																																																																																																																																																																																																																																																															1																																							1														
TCGA-92-8063-01																																		1																																																																																																																																																																																																																																																											1																																																									1																																																																																																																																																														
TCGA-77-8150-01																																		1																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
TCGA-NC-A5HM-01																																						1		1																														1																																																																																																																																																																																																																																																																																																																																																																																																																																														
TCGA-56-7822-01																																							1																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
