TCGA.EW.A1PH.01			0																																0																																			0																																																			
TCGA.D8.A27W.01			0																																0																																																																																						
TCGA.A2.A0EX.01			0																																0																																																																																						
TCGA.BH.A209.01			0																																0																																																																																						
TCGA.BH.A0GY.01			0																																0																																																																																						
TCGA.A8.A08T.01			0																																0																																																																																						
TCGA.A8.A07L.01			0																																0																																																																																						
TCGA.AN.A0FJ.01			0																																	0																																									0																																												0
TCGA.A7.A13D.01			0																																	0																																																																																					
TCGA.BH.A1FE.01			0																																									0																																																																													
TCGA.E2.A14Z.01			0																																															0				0								0																																																											
TCGA.AO.A0JB.01			0																																																												0																																																										
TCGA.AR.A0TP.01			0																																																												0																																																										
TCGA.AR.A24Q.01			0																																																												0																																																										
TCGA.EW.A1PF.01			0																																																																0									0																																												0	
TCGA.E9.A1RH.01			0																																																																									0																																												0	
TCGA.BH.A0BW.01			0																																																																																								0																														
TCGA.BH.A0BG.01			0																																																																																								0																														
TCGA.C8.A131.01			0																																																																																												0																										
TCGA.B6.A0X1.01			0																																																																																																														0								
TCGA.E2.A14S.01			0																																																																																																																						
TCGA.B6.A0RU.01			0																																																																																																																						
TCGA.D8.A27M.01			0																																																																																																																						
TCGA.D8.A1XZ.01			0																																																																																																																						
TCGA.A8.A06T.01			0																																																																																																																						
TCGA.BH.A0WA.01			0																																																																																																																						
TCGA.AR.A24H.01			0																																																																																																																						
TCGA.C8.A12N.01			0																																																																																																																						
TCGA.AN.A041.01			0																																																																																																																						
TCGA.AN.A0FL.01			0																																																																																																																						
TCGA.A2.A259.01			0																																																																																																																						
TCGA.A2.A04N.01			0																																																																																																																						
TCGA.A8.A06N.01			0																																																																																																																						
TCGA.BH.A0C0.01			0																																																																																																																						
TCGA.EW.A1PD.01			0																																																																																																																						
TCGA.AO.A1KQ.01			0																																																																																																																						
TCGA.C8.A27B.01			0																																																																																																																						
TCGA.D8.A1X6.01			0																																																																																																																						
TCGA.A2.A04Y.01			0																																																																																																																						
TCGA.E2.A158.01			0																																																																																																																						
TCGA.A8.A08R.01			0																																																																																																																						
TCGA.EW.A1PB.01			0																																																																																																																						
TCGA.AR.A1AY.01			0																																																																																																																						
TCGA.AN.A0XS.01			0																																																																																																																						
TCGA.D8.A1JD.01			0																																																																																																																						
TCGA.AO.A03T.01			0																																																																																																																						
TCGA.BH.A0B3.01				0										0			0												0																									0																	0																																																		
TCGA.B6.A0IQ.01				0										0						0									0																									0																	0																																																		
TCGA-BH-A18P-01				1		1					1												1						1														1																																																																	1													
TCGA-AR-A0TQ-01				1																																																																												1																																									
TCGA-AO-A0JG-01				1																																																																												1																																									
TCGA-E2-A14S-01				1																																																																																																																					
TCGA-E2-A14Q-01				1																																																																																																																					
TCGA-A2-A0CQ-01				1																																																																																																																					
TCGA-BH-A18K-01				1																																																																																																																					
TCGA.A1.A0SM.01					0	0	0							0					0																																																				0																																																		
TCGA.E9.A228.01					0	0	0								0				0																0																																																																																						
TCGA.BH.A18R.01					0	0	0								0				0																																																																																																						
TCGA.B6.A0I9.01					0	0	0									0																																																																																																									
TCGA.A8.A07I.01					0	0								0	0				0																																																				0																																																		
TCGA.AR.A250.01					0	0									0																				0				0																																																																																		
TCGA.AN.A0FV.01					0	0													0																																																																																																						
TCGA.D8.A1X5.01					0	0																						0							0	0																										0																	0																																										
TCGA.AR.A0TV.01					0		0				0								0																																																																																																						
TCGA.AN.A0XW.01					0		0					0			0				0																	0		0																								0																																																											
TCGA.A8.A09C.01					0		0							0					0										0																																										0																																																		
TCGA.A2.A0T4.01					0		0							0					0																																																				0																																																		
TCGA.EW.A2FW.01					0		0							0					0																																																				0																																																		
TCGA.BH.A0GZ.01					0		0							0																																																									0																																																		
TCGA.EW.A1OX.01					0		0								0				0																																																												0																																										
TCGA.AO.A0JG.01					0		0								0				0																																																																																																						
TCGA.D8.A27G.01					0		0								0				0																																																																																																						
TCGA.A2.A0EQ.01					0		0									0			0																				0																																																																																		
TCGA.D8.A1JC.01					0		0										0																		0																																																																																						
TCGA.AN.A03Y.01					0		0												0									0																																																																																													
TCGA.A2.A0EW.01					0		0												0																0																																																																																						
TCGA.A2.A1FX.01					0		0												0																																											0																																																											
TCGA.A1.A0SQ.01					0		0												0																																																0			0						0																																												0	
TCGA.A8.A0A6.01					0		0												0																																																																																										0										0		
TCGA.BH.A0W3.01					0		0												0																																																																																										0										0		
TCGA.AR.A1AP.01					0		0												0																																																																																																						
TCGA.AN.A03X.01					0		0												0																																																																																																						
TCGA.BH.A0BD.01					0		0												0																																																																																																						
TCGA.E9.A1QZ.01					0		0												0																																																																																																						
TCGA.BH.A0BC.01					0		0												0																																																																																																						
TCGA.A8.A079.01					0		0												0																																																																																																						
TCGA.A2.A0ER.01					0		0																					0							0																																																																																						
TCGA.D8.A1XF.01					0		0																												0																																																																																						
TCGA.E2.A1IU.01					0		0																																																																																																																		
TCGA.AO.A126.01					0		0																																																																																																																		
TCGA.AR.A0TT.01					0				0			0			0				0																			0						0																			0				0									0																																												0	
TCGA.E2.A155.01					0				0			0			0				0																			0																																																																																			
TCGA.A8.A08L.01					0				0			0																										0						0																																																																													
TCGA.AO.A12G.01					0				0										0																									0																																																																													
TCGA.BH.A0E0.01					0									0					0																																																				0																																																		
TCGA.BH.A0DG.01					0										0				0																																																																																																						
TCGA.A2.A0YE.01					0											0	0		0																																																																																																						
TCGA.AN.A0FZ.01					0														0							0									0																						0																																																																0
TCGA.A1.A0SJ.01					0														0							0																								0							0																																																																0
TCGA.BH.A1F8.01					0														0																0																																																																																						
TCGA.A2.A0ES.01					0														0																0																																																																																						
TCGA.A1.A0SO.01					0														0																																																0									0	0																																						0					0	
TCGA.A7.A13E.01					0														0																																																			0																																																			
TCGA.A2.A0CL.01					0														0																																																																																																						
TCGA.E2.A10E.01					0														0																																																																																																						
TCGA.E9.A1N8.01					0														0																																																																																																						
TCGA.AR.A1AU.01					0														0																																																																																																						
TCGA.E2.A14V.01						0	0		0			0			0				0																									0																																																																													
TCGA.BH.A0DZ.01						0	0		0			0			0																													0																																																																													
TCGA.C8.A12Q.01						0	0		0					0					0																									0																											0																																																		
TCGA.E9.A22D.01						0	0							0	0																								0																																0																																																		
TCGA.A1.A0SN.01						0	0								0																																																																																																										
TCGA.AC.A23H.01						0	0								0																																																																																																										
TCGA.C8.A1HK.01						0	0													0																																																																																																					
TCGA.AO.A03L.01						0	0																																																								0				0									0																																					0							0	
TCGA.EW.A1J3.01						0	0																																																																																																																		
TCGA.EW.A1IW.01						0	0																																																																																																																		
TCGA.BH.A0DD.01						0	0																																																																																																																		
TCGA.E2.A14P.01						0			0			0			0																							0						0																																															0																														
TCGA.A2.A04W.01						0					0	0																											0																0												0									0																																												0	
TCGA.AR.A0TQ.01						0					0				0																																																																												0																														
TCGA.BH.A1EV.01						0						0		0												0												0						0													0														0																																																		0
TCGA.A2.A0YG.01						0								0	0																																																								0																																																		
TCGA.A2.A04X.01						0								0	0																																																								0																																																		
TCGA.AN.A0FT.01						0								0														0																																											0																																																		
TCGA.D8.A1XJ.01						0								0																																																									0																																																		
TCGA.BH.A0HW.01						0									0							0						0							0	0																																											0																																										
TCGA.BH.A0AW.01						0									0							0														0			0												0																												0																																										
TCGA.A7.A0CD.01						0									0							0														0																																									0		0																																				0						
TCGA.A8.A09G.01						0									0							0														0																																											0																																										
TCGA.EW.A1OZ.01						0									0																																			0																																																																							
TCGA.C8.A275.01						0									0																																																							0																																																			
TCGA.AO.A0JM.01						0									0																																																																																																										
TCGA.A8.A07P.01						0									0																																																																																																										
TCGA.AQ.A0Y5.01						0									0																																																																																																										
TCGA.C8.A1HL.01						0									0																																																																																																										
TCGA.C8.A278.01						0									0																																																																																																										
TCGA.A8.A09I.01						0									0																																																																																																										
TCGA.E2.A15H.01						0									0																																																																																																										
TCGA.E2.A1B1.01						0									0																																																																																																										
TCGA.A8.A076.01						0									0																																																																																																										
TCGA.A2.A0D1.01						0										0												0																																																																																													
TCGA.E9.A1N6.01						0											0																																																																																																								
TCGA.B6.A0IN.01						0																0														0																															0			0						0																																												0	
TCGA.AC.A2FB.01						0																0																																																																																																			
TCGA.AR.A0TX.01						0																				0		0																																																																																													
TCGA.A8.A0A7.01						0																				0																															0																																																																0
TCGA.A2.A0YJ.01						0																						0																																																																																													
TCGA.AO.A0JL.01						0																						0																																																																																													
TCGA.A2.A0T1.01						0																																	0																																																																																		
TCGA.AO.A12D.01						0																																	0																																																																																		
TCGA.D8.A27T.01						0																																												0																																																																							
TCGA.B6.A1KF.01						0																																																0																																																																			
TCGA.E2.A152.01						0																																																									0																																																										
TCGA.A8.A07B.01						0																																																													0																																																						
TCGA.D8.A1JA.01						0																																																																																					0																														
TCGA.E2.A1LB.01						0																																																																																					0																														
TCGA.A2.A0SY.01						0																																																																																																																			
TCGA.AO.A0JE.01						0																																																																																																																			
TCGA.C8.A132.01						0																																																																																																																			
TCGA.AC.A23C.01						0																																																																																																																			
TCGA.AN.A049.01						0																																																																																																																			
TCGA.D8.A1J9.01						0																																																																																																																			
TCGA.A2.A0EY.01						0																																																																																																																			
TCGA.C8.A138.01						0																																																																																																																			
TCGA.BH.A0EE.01						0																																																																																																																			
TCGA.A8.A08X.01						0																																																																																																																			
TCGA.BH.A202.01						0																																																																																																																			
TCGA.BH.A1F2.01						0																																																																																																																			
TCGA.C8.A26X.01						0																																																																																																																			
TCGA.AR.A254.01						0																																																																																																																			
TCGA.AR.A1AX.01						0																																																																																																																			
TCGA.B6.A0RH.01						0																																																																																																																			
TCGA.C8.A135.01						0																																																																																																																			
TCGA-A2-A0T6-01						1																	1																																																				1																																														
TCGA-BH-A0C1-01						1																	1																																																																																																		
TCGA-A8-A0AB-01						1																	1																																																																																																		
TCGA-A8-A06Z-01						1																																																								1																																																											
TCGA.A2.A04V.01							0		0			0																							0			0						0																																																																													
TCGA.A8.A0A4.01							0		0																																			0																																																																													
TCGA.AN.A0AJ.01							0					0		0																					0									0																											0																																																		
TCGA.AO.A0J3.01							0							0	0													0							0				0																																0																																						0										0		
TCGA.BH.A0C3.01							0							0																																																									0																																																		
TCGA.GI.A2C8.01							0								0																																			0													0																																																										
TCGA.AN.A0FW.01							0								0																																								0																																																																		
TCGA.C8.A1HM.01							0								0																																																																																																										
TCGA.EW.A2FS.01							0								0																																																																																																										
TCGA.A8.A0A9.01							0												0							0																															0																																																																0
TCGA.B6.A0RL.01							0												0																0																																																																																						
TCGA.AQ.A04L.01							0												0																				0																																																																																		
TCGA.AR.A0TZ.01							0												0																																																																																																						
TCGA.BH.A1EW.01							0																			0																															0																																																																0
TCGA.E2.A15R.01							0																					0							0																																																																																						
TCGA.A8.A091.01							0																					0							0																																																																																						
TCGA.A2.A1G4.01							0																					0							0																																																																																						
TCGA.B6.A0WW.01							0																					0																																																																																													
TCGA.BH.A0BV.01							0																					0																																																																																													
TCGA.A8.A08G.01							0																												0																												0																																																										
TCGA.E2.A15O.01							0																												0																																																																																						
TCGA.E2.A1IG.01							0																												0																																																																																						
TCGA.BH.A1ES.01							0																												0																																																																																						
TCGA.A2.A0T3.01							0																												0																																																																																						
TCGA.A2.A0YK.01							0																												0																																																																																						
TCGA.A8.A07E.01							0																																0																																																																																		
TCGA.E2.A14O.01							0																																																																																																																		
TCGA.AN.A0FS.01							0																																																																																																																		
TCGA.E2.A15K.01							0																																																																																																																		
TCGA.AR.A1AV.01							0																																																																																																																		
TCGA.AO.A0JD.01							0																																																																																																																		
TCGA.A2.A0CT.01							0																																																																																																																		
TCGA.C8.A12W.01							0																																																																																																																		
TCGA.EW.A1J5.01							0																																																																																																																		
TCGA.E9.A295.01							0																																																																																																																		
TCGA.AR.A24V.01							0																																																																																																																		
TCGA.B6.A0WV.01							0																																																																																																																		
TCGA.AO.A12F.01							0																																																																																																																		
TCGA.E2.A154.01							0																																																																																																																		
TCGA.A2.A0YF.01							0																																																																																																																		
TCGA.B6.A0IP.01							0																																																																																																																		
TCGA.A8.A093.01							0																																																																																																																		
TCGA.E9.A1N5.01							0																																																																																																																		
TCGA.A7.A26J.01							0																																																																																																																		
TCGA.D8.A1XS.01							0																																																																																																																		
TCGA.AR.A1AK.01							0																																																																																																																		
TCGA.AO.A12E.01							0																																																																																																																		
TCGA.D8.A1JI.01							0																																																																																																																		
TCGA.A1.A0SE.01							0																																																																																																																		
TCGA.C8.A26Z.01							0																																																																																																																		
TCGA-AN-A0XR-01								1																																										1																														1																																									
TCGA-B6-A0WZ-01								1																																										1																																																																							
TCGA-BH-A0BS-01								1																																																																								1																																									
TCGA-AO-A12H-01								1																																																																																																									1								
TCGA-BH-A0W4-01								1																																																																																																																	
TCGA-D8-A141-01								1																																																																																																																	
TCGA-E2-A107-01								1																																																																																																																	
TCGA-E2-A15I-01								1																																																																																																																	
TCGA.A8.A08I.01									0			0																										0						0						0	0				0																																																																		
TCGA.AQ.A1H3.01									0			0																										0						0						0					0																																																																		
TCGA.AO.A0J2.01									0								0																																		0				0																																																																		
TCGA.AO.A124.01									0																																			0																																																																													
TCGA-AO-A03P-01										1								1																																																														1																																									
TCGA.A2.A25B.01											0				0																																																0																																																										
TCGA.D8.A13Z.01											0																								0																																																																																						
TCGA-A2-A0EU-01											1																		1																																																																																												
TCGA-A8-A082-01											1																		1																																																																																												
TCGA-BH-A0HK-01											1																																																																															1																															
TCGA-A8-A08A-01											1																																																																																																														
TCGA-A8-A06N-01											1																																																																																																														
TCGA.AN.A0AM.01												0		0												0												0																			0						0								0																																										0								0
TCGA.E9.A1RF.01												0			0																							0						0											0								0																																																										
TCGA.AR.A0TW.01												0			0																							0																	0																																				0																														
TCGA.AN.A0XN.01												0																0							0			0																																																																																			
TCGA.E2.A1LH.01												0																							0			0						0																																																																													
TCGA.D8.A1JG.01												0																										0																	0																																																																		
TCGA.A2.A0ST.01												0																										0																																																																																			
TCGA.A8.A09N.01												0																																																																																																													
TCGA-AN-A0AT-01												1																														1																																																																															
TCGA-E2-A15D-01												1																																																																				1																																									
TCGA.C8.A12M.01														0	0																																										0														0																																																		0
TCGA.E9.A1NA.01														0	0																																																								0																																																		
TCGA.E9.A244.01														0		0																																																							0																																																		
TCGA.D8.A147.01														0						0									0																										0							0								0	0																																																		
TCGA.A7.A0CE.01														0						0																																																			0																																																		
TCGA.BH.A1FC.01														0						0																																																			0																																																		
TCGA.AO.A0JA.01														0														0							0																																				0																																																		
TCGA.AR.A1AH.01														0														0																																		0									0																								0																										
TCGA.E2.A10A.01														0														0																																											0																																																		
TCGA.D8.A1XQ.01														0															0																						0																				0																																																		
TCGA.BH.A0DX.01														0																																					0																				0																																																		
TCGA.A7.A26I.01														0																																																								0	0																																																		
TCGA.A1.A0SD.01														0																																																									0																				0																														
TCGA.A8.A06Y.01														0																																																									0																				0																														
TCGA.EW.A1P8.01														0																																																									0																																																		
TCGA.A8.A0AB.01														0																																																									0																																																		
TCGA.B6.A0WX.01														0																																																									0																																																		
TCGA.A8.A090.01														0																																																									0																																																		
TCGA.A2.A0T2.01														0																																																									0																																																		
TCGA.AN.A0FK.01														0																																																									0																																																		
TCGA.AR.A24T.01														0																																																									0																																																		
TCGA.A8.A099.01														0																																																									0																																																		
TCGA.BH.A18J.01														0																																																									0																																																		
TCGA.D8.A1XG.01														0																																																									0																																																		
TCGA.E9.A1R5.01														0																																																									0																																																		
TCGA.C8.A274.01														0																																																									0																																																		
TCGA.A8.A0A1.01														0																																																									0																																																		
TCGA.BH.A0AV.01														0																																																									0																																																		
TCGA.C8.A12U.01															0											0																															0																																																								0								0
TCGA.A8.A09A.01															0													0							0																																																																																						
TCGA.C8.A1HO.01															0													0							0																																																																																						
TCGA.B6.A0RV.01															0																				0																																																																																						
TCGA.A8.A06X.01															0																								0											0																																									0																														
TCGA.C8.A1HI.01															0																																																0																																																										
TCGA.AN.A0XR.01															0																																																																																																										
TCGA.EW.A2FV.01															0																																																																																																										
TCGA.BH.A0DK.01															0																																																																																																										
TCGA.A8.A085.01															0																																																																																																										
TCGA.A2.A0EV.01															0																																																																																																										
TCGA.D8.A27V.01															0																																																																																																										
TCGA.C8.A273.01															0																																																																																																										
TCGA.AN.A0FD.01															0																																																																																																										
TCGA.A7.A26H.01															0																																																																																																										
TCGA.AR.A252.01															0																																																																																																										
TCGA.D8.A1X9.01															0																																																																																																										
TCGA.A2.A0YL.01															0																																																																																																										
TCGA.A7.A13G.01																0																																																																																																									
TCGA.D8.A143.01																0																																																																																																									
TCGA.E9.A1ND.01																	0																																														0																																																										
TCGA.EW.A1OV.01																	0																																																					0																																																			
TCGA.A8.A0A2.01																	0																																																																																																								
TCGA-BH-A0HP-01																	1						1																		1																																							1																							1												1						
TCGA-BH-A0E9-01																	1						1																																																																																																		
TCGA-B6-A0IO-01																	1												1																																																																														1														
TCGA-B6-A0IB-01																	1																																	1																																																1																							
TCGA-B6-A0WT-01																	1																																												1																																										1																		
TCGA-AN-A0XW-01																	1																																																																																											1			1										
TCGA-BH-A0GZ-01																	1																																																																																																								
TCGA-BH-A0H5-01																	1																																																																																																								
TCGA-A2-A0EN-01																		1																																																																																																							
TCGA.D8.A13Y.01																			0																																												0																																																										
TCGA.B6.A0I2.01																			0																																																																																														0								
TCGA.AQ.A1H2.01																			0																																																																																																						
TCGA-A8-A06X-01																			1																													1																																																												1													
TCGA.E9.A1RB.01																				0															0																																																																																						
TCGA.BH.A18Q.01																				0																																																																																													0								
TCGA.A1.A0SK.01																				0																																																																																													0								
TCGA.AR.A0TU.01																				0																																																																																																					
TCGA.A8.A09B.01																				0																																																																																																					
TCGA.E9.A1RC.01																				0																																																																																																					
TCGA-A8-A09W-01																				1			1																																																																																																		
TCGA-B6-A0IG-01																				1																																								1																																																													
TCGA-BH-A0C7-01																				1																																																												1																																									
TCGA-BH-A0BW-01																				1																																																																																																					
TCGA-A2-A0ET-01																					1																																																																																																				
TCGA-BH-A0HQ-01																					1																																																																																																				
TCGA-BH-A0DS-01																						1																																					1																					1																																									
TCGA-A1-A0SH-01																						1																																																																																																			
TCGA-A8-A07F-01																							1						1																																																																					1																							
TCGA-A2-A0YD-01																							1						1																																																																																												
TCGA-A8-A0A2-01																							1																																														1																																																				
TCGA-AO-A0J9-01																							1																																																																																		1																
TCGA-A8-A09V-01																							1																																																																																																		
TCGA-A8-A091-01																							1																																																																																																		
TCGA-A8-A0A4-01																							1																																																																																																		
TCGA-B6-A0IH-01																							1																																																																																																		
TCGA-AO-A0J8-01																							1																																																																																																		
TCGA-A1-A0SE-01																							1																																																																																																		
TCGA-AO-A0JJ-01																							1																																																																																																		
TCGA.A8.A06Q.01																										0		0																													0																																																																0
TCGA.BH.A0E2.01																										0									0																						0																																																																0
TCGA.A2.A0CZ.01																										0									0																						0																																																																0
TCGA.E2.A1IO.01																										0													0																		0																																																																0
TCGA.E2.A14W.01																										0																															0																																																																0
TCGA.E2.A10C.01																										0																															0																																																																0
TCGA.BH.A208.01																										0																															0																																																																0
TCGA.A2.A25E.01																										0																															0																																																																0
TCGA-A2-A0CL-01																										1																																																																1																															
TCGA.E2.A1IE.01																												0							0									0																																																																													
TCGA.D8.A1XD.01																												0							0																																0									0															0																													0	
TCGA.AO.A0J6.01																												0							0																																																								0																														
TCGA.AR.A1AR.01																												0							0																																																																																						
TCGA.E9.A1R2.01																												0							0																																																																																						
TCGA.C8.A12X.01																												0							0																																																																																						
TCGA.BH.A204.01																												0							0																																																																																						
TCGA.B6.A0WT.01																												0							0																																																																																						
TCGA.B6.A0WS.01																												0							0																																																																																						
TCGA.A8.A086.01																												0							0																																																																																						
TCGA.BH.A0E6.01																												0							0																																																																																						
TCGA.AN.A0XV.01																												0																																																															0																														
TCGA.AR.A1AJ.01																												0																																																																																													
TCGA.BH.A0E7.01																												0																																																																																													
TCGA.E2.A15E.01																												0																																																																																													
TCGA.D8.A1JM.01																												0																																																																																													
TCGA-BH-A0BZ-01																												1																																																																																1												1	
TCGA-A1-A0SM-01																												1																																																																																													
TCGA.C8.A1HJ.01																													0																																																																																				0								
TCGA-E2-A15O-01																													1												1																																																																																
TCGA-E2-A10A-01																													1																														1																					1																																									
TCGA-B6-A0IM-01																													1																																																			1																																									
TCGA-BH-A0H6-01																													1																																																							1																																					
TCGA-BH-A18N-01																													1																																																																																												
TCGA-A2-A0YF-01																													1																																																																																												
TCGA-A8-A09M-01																													1																																																																																												
TCGA-B6-A0RM-01																													1																																																																																												
TCGA-BH-A0E7-01																													1																																																																																												
TCGA-A8-A086-01																													1																																																																																												
TCGA-A8-A07L-01																																1										1																		1																																																													
TCGA-B6-A0RV-01																																1																1		1																																																																							
TCGA-AR-A1AX-01																																	1																																																																																								
TCGA.A8.A08O.01																																			0															0																	0			0						0																																												0	
TCGA.A2.A0CU.01																																			0															0																																																																							
TCGA.D8.A27R.01																																			0																																0									0																																												0	
TCGA.EW.A1PA.01																																			0																																																								0																														
TCGA.AO.A03R.01																																			0																																																																																						
TCGA.EW.A1IX.01																																			0																																																																																						
TCGA.D8.A1Y3.01																																			0																																																																																						
TCGA.BH.A0EI.01																																			0																																																																																						
TCGA.E2.A1IH.01																																			0																																																																																						
TCGA.E9.A22B.01																																			0																																																																																						
TCGA.AO.A0JI.01																																			0																																																																																						
TCGA.A2.A1FV.01																																			0																																																																																						
TCGA.A8.A09R.01																																			0																																																																																						
TCGA.A2.A0SV.01																																			0																																																																																						
TCGA.A2.A0YM.01																																			0																																																																																						
TCGA-B6-A0RL-01																																					1											1																																				1																																					
TCGA-A2-A04R-01																																					1																															1																																																					
TCGA-A8-A07C-01																																					1																																																																																				
TCGA.BH.A0BP.01																																							0																								0				0																																																						0
TCGA-BH-A0AZ-01																																									1																																							1								1																			1														
TCGA-A8-A06Y-01																																									1																																																																																
TCGA-A8-A09G-01																																											1				1																																																	1																									
TCGA-AO-A0JM-01																																																1																																																									1																
TCGA-A8-A07P-01																																																1																																																																									
TCGA.E2.A153.01																																																		0																																																																							
TCGA.E2.A1IN.01																																																		0																																																																							
TCGA.B6.A0IE.01																																																		0																																																																							
TCGA-BH-A0EI-01																																																		1																						1																																																	
TCGA-AR-A1AU-01																																																		1																																																																							
TCGA-AO-A03T-01																																																		1																																																																							
TCGA-B6-A0RI-01																																																		1																																																																							
TCGA-B6-A0X4-01																																																		1																																																																							
TCGA.AN.A0AT.01																																																			0																																								0																														
TCGA-AN-A0FK-01																																																			1																																																																						
TCGA-E2-A15J-01																																																				1																	1											1																																									
TCGA-E2-A14W-01																																																					1							1																																																													
TCGA-A8-A09A-01																																																								1		1																																																		1													
TCGA-AR-A0TY-01																																																												1																				1																																									
TCGA-A2-A0T0-01																																																												1																																																									1				
TCGA.AO.A03V.01																																																															0				0									0																																												0	
TCGA.AN.A0AL.01																																																															0																												0																						0								
TCGA.B6.A0IO.01																																																															0																												0																														
TCGA.BH.A18H.01																																																															0																																																									0	
TCGA.A2.A0SU.01																																																															0																																																										
TCGA.E2.A1LA.01																																																															0																																																										
TCGA.E9.A1R0.01																																																															0																																																										
TCGA.E9.A1NF.01																																																															0																																																										
TCGA.AO.A03P.01																																																															0																																																										
TCGA-AN-A0AM-01																																																															1																	1																																									
TCGA.E2.A14Q.01																																																																			0			0						0																																												0	
TCGA.BH.A18K.01																																																																			0									0																																												0	
TCGA.AO.A12C.01																																																																			0									0																																												0	
TCGA-AR-A0TW-01																																																																					1										1	1																																									
TCGA-B6-A0I8-01																																																																					1															1																																					
TCGA-B6-A0I6-01																																																																					1																																				1			1													
TCGA-A8-A09I-01																																																																					1																																							1													
TCGA-AR-A0TT-01																																																																					1																																																				
TCGA.E2.A1LL.01																																																																						0																					0																														
TCGA.AR.A251.01																																																																						0																																																			
TCGA-BH-A0DH-01																																																																								1																																																	
TCGA.AN.A0AR.01																																																																													0																																				0								
TCGA.D8.A1XC.01																																																																													0																																						0						
TCGA.A8.A07C.01																																																																													0																																						0						
TCGA-A8-A083-01																																																																																1								1																																	
TCGA-E2-A1B5-01																																																																																1																	1																								
TCGA-C8-A1HN-01																																																																																1																		1																							
TCGA-A2-A0CV-01																																																																																1																																									
TCGA-AN-A04A-01																																																																																1																																									
TCGA-AO-A0J3-01																																																																																1																																									
TCGA-BH-A0HL-01																																																																																1																																									
TCGA-BH-A0DG-01																																																																																1																																									
TCGA-C8-A1HI-01																																																																																1																																									
TCGA-E2-A14T-01																																																																																1																																									
TCGA-A8-A08J-01																																																																																1																																									
TCGA-A8-A06T-01																																																																																1																																									
TCGA-E2-A15H-01																																																																																1																																									
TCGA-B6-A0X0-01																																																																																1																																									
TCGA-C8-A12M-01																																																																																1																																									
TCGA-A2-A0SU-01																																																																																1																																									
TCGA-B6-A0WS-01																																																																																1																																									
TCGA-AN-A041-01																																																																																1																																									
TCGA-A8-A08G-01																																																																																1																																									
TCGA-A2-A0CZ-01																																																																																1																																									
TCGA-C8-A1HL-01																																																																																1																																									
TCGA-AN-A0FD-01																																																																																1																																									
TCGA-A8-A09R-01																																																																																1																																									
TCGA-AN-A0FW-01																																																																																								1																																	
TCGA-B6-A0WV-01																																																																																									1																																
TCGA-B6-A0IN-01																																																																																										1																															
TCGA.BH.A0BF.01																																																																																											0																														
TCGA.A8.A08Z.01																																																																																											0																														
TCGA-BH-A0B1-01																																																																																													1						1																						
TCGA.C8.A133.01																																																																																															0																										
TCGA.D8.A1JK.01																																																																																															0																										
TCGA-A8-A085-01																																																																																																					1																		1		
TCGA-BH-A0DQ-01																																																																																																							1																		
TCGA-A8-A099-01																																																																																																									1																
TCGA-BH-A1EO-01																																																																																																										1															
TCGA-A2-A0ER-01																																																																																																												1													
TCGA-BH-A18S-01																																																																																																																1									
TCGA.E9.A22G.01																																																																																																																	0								
TCGA-BH-A0B8-01																																																																																																																					1				
TCGA-BH-A0B4-01																																																																																																																							1		
TCGA-E2-A15F-01																																																																																																																									
TCGA.A8.A09Q.01																																																																																																																									
TCGA-A2-A04Y-01																																																																																																																									
TCGA-AR-A1AR-01																																																																																																																									
TCGA-A8-A08C-01																																																																																																																									
TCGA-BH-A0E1-01																																																																																																																									
TCGA-A2-A04Q-01																																																																																																																									
TCGA-BH-A0AY-01																																																																																																																									
TCGA-AO-A0JI-01																																																																																																																									
TCGA-AR-A1AT-01																																																																																																																									
TCGA.BH.A0HP.01																																																																																																																									
TCGA-BH-A0HB-01																																																																																																																									
TCGA.AR.A24K.01																																																																																																																									
TCGA-B6-A0RT-01																																																																																																																									
TCGA-A8-A09T-01																																																																																																																									
TCGA-D8-A145-01																																																																																																																									
TCGA.A8.A09M.01																																																																																																																									
TCGA.AN.A0FY.01																																																																																																																									
TCGA.D8.A1XK.01																																																																																																																									
TCGA.BH.A0H5.01																																																																																																																									
TCGA-AN-A0XV-01																																																																																																																									
TCGA.D8.A142.01																																																																																																																									
TCGA-AN-A0FZ-01																																																																																																																									
TCGA.A1.A0SF.01																																																																																																																									
TCGA.E9.A1R4.01																																																																																																																									
TCGA.A2.A0T5.01																																																																																																																									
TCGA.AO.A0JJ.01																																																																																																																									
TCGA-AO-A0JC-01																																																																																																																									
TCGA-A7-A0CD-01																																																																																																																									
TCGA-BH-A0H0-01																																																																																																																									
TCGA-BH-A0AU-01																																																																																																																									
TCGA-E2-A14O-01																																																																																																																									
TCGA.D8.A141.01																																																																																																																									
TCGA.A7.A0DA.01																																																																																																																									
TCGA-A1-A0SJ-01																																																																																																																									
TCGA-A8-A076-01																																																																																																																									
TCGA-AN-A04D-01																																																																																																																									
TCGA-BH-A1ES-01																																																																																																																									
TCGA-C8-A12V-01																																																																																																																									
TCGA-C8-A137-01																																																																																																																									
TCGA.A8.A07R.01																																																																																																																									
TCGA-A8-A08H-01																																																																																																																									
TCGA.BH.A0W7.01																																																																																																																									
TCGA-A2-A0CT-01																																																																																																																									
TCGA.A2.A25C.01																																																																																																																									
TCGA.BH.A0H7.01																																																																																																																									
